1,0.0098706,0.092473,-0.092722,-0.27668,-0.23226,-0.077715,-0.18292,-0.080639,-0.17165,0.04716,0.075821,0.018578,-0.11667,-0.14578,-0.027902,-0.21649,-0.1634,-0.0012865,-0.041564,0.078644,0.13472,0.084991,-0.31897,-0.299,-0.11906,-0.044441,0.050931,0.19958,0.15272,0.018701,-0.043628,0.14124,-0.13863,-0.038356,-0.064246,-0.13247,-0.07202,-0.034568,0.0095121,0.24304,-0.024752,-0.054463,0.06794,0.19134,0.037532,0.0039627,-0.03331,-0.16004,-0.016734,0.11345,0.021523
0.29526,1,-0.012193,0.076943,0.1867,0.18195,0.025439,0.21404,-0.09435,0.08506,-0.050844,0.038786,-0.011526,-0.0047292,0.032567,-0.0097253,-0.035865,0.017945,-0.1183,0.12326,-0.14669,0.084341,-0.015716,-0.014433,0.12194,-0.15214,-0.041537,0.017211,-0.112,0.051052,-0.24368,0.10272,-0.048387,-0.0064117,-0.11791,0.0054025,0.0095818,0.1194,0.095103,-0.031976,0.068933,0.294,0.0027946,0.051058,0.075679,0.16135,-0.0062917,-0.038068,0.029678,0.0070709,-0.068808,0.024206
0.15748,0.11061,1,0.041628,-0.22112,-0.27129,-0.17305,-0.14601,-0.12257,-0.16661,-0.078818,0.076471,0.05276,-0.047778,-0.14022,-0.36674,-0.30759,-0.22132,-0.19414,0.11,0.29476,-0.025424,-0.14037,-0.30372,-0.25383,-0.25109,-0.33562,-0.32568,-0.13081,-0.11324,0.066448,0.082339,0.20315,-0.15524,-0.31112,-0.20013,-0.27003,-0.10868,-0.047374,-0.06997,0.039069,0.080129,0.039726,0.082379,-0.16994,0.028744,-0.01874,-0.17961,-0.17741,0.016732,-0.0043473,0.20539
-0.010461,0.031897,0.24563,1,0.41468,0.29888,0.020819,0.020411,0.11309,-0.14315,0.16237,0.049428,-0.0031866,0.1572,0.34574,-0.075303,0.13076,0.084339,-0.078829,0.10659,-0.010991,-0.011478,-0.2531,0.17062,0.31464,0.20477,0.059198,0.021752,-0.18829,0.018867,-0.14797,0.15147,-0.11318,0.23129,0.022175,0.17466,0.066005,0.032597,0.047478,-0.092798,-0.12713,0.15653,0.12015,-0.22944,-0.02054,-0.0067304,-0.065389,0.0082267,0.026521,0.02078,-0.078843,0.067521
-0.24576,0.017839,-0.16478,0.41468,1,0.56944,0.13946,0.16736,0.013443,-0.10136,0.26687,0.074431,-0.066043,0.048654,0.43923,0.10739,0.30647,0.23092,0.061554,0.096912,-0.23642,0.045595,-0.27384,0.5308,0.59851,0.31267,0.28008,0.27849,-0.20826,0.14359,-0.23337,0.085232,-0.34733,0.33789,0.10935,0.27665,0.12404,0.095996,0.142,-0.20819,-0.050699,0.13243,0.15588,-0.24238,0.080821,-0.012861,-0.055232,-0.040863,0.1063,0.1041,-0.10849,0.010632
-0.021297,0.12957,-0.13806,0.32548,0.54207,1,0.36134,0.13815,0.15396,0.27129,0.25149,0.001434,-0.047973,0.11609,0.36685,0.16661,0.45538,0.30653,0.16274,0.15501,-0.0096292,0.14855,-0.081112,0.32972,0.60269,0.38795,0.30501,0.40128,0.033713,0.18249,-0.12871,0.17774,-0.24966,0.18709,0.1991,0.18724,0.17034,0.11144,0.1407,-0.05788,0.16244,0.20309,0.22407,-0.095827,0.16914,0.027171,-0.058147,-0.035793,0.12737,0.063532,-0.054298,0.16594
0.15694,0.18017,-0.010988,0.24535,0.14596,0.36214,1,0.084147,-0.03973,0.24822,-0.10281,-0.14001,0.034314,-0.0097451,0.21074,0.11746,0.32438,0.23697,-0.0035992,0.066792,0.067063,0.019939,-0.17612,0.22421,0.29378,0.16394,0.053092,0.047671,0.083278,0.061495,-0.13915,0.0058923,-0.060334,0.095965,-0.13001,0.12768,-0.01548,0.1226,0.056482,-0.033582,-0.036314,0.028379,-0.084533,0.16179,-0.0036468,-0.044476,-0.017927,-0.0035195,0.13987,-0.13003,0.047583,-0.03305
0.28038,0.32535,0.17403,0.14099,0.01745,0.070899,0.41353,1,0.0088112,0.10173,0.16239,-0.054187,-0.052476,-0.022515,0.09729,0.039663,-0.11862,0.2201,0.083235,0.11598,-0.035076,0.16491,-0.071924,0.064641,0.04078,-0.063202,-0.001046,0.044918,0.013229,-0.11202,-0.27914,0.20254,-0.072609,-0.071839,-0.044535,0.12846,0.013717,0.032843,-0.025804,0.060106,0.036993,0.054593,0.095795,0.022648,-0.0025736,0.23716,0.00047825,-0.13258,0.054751,0.016289,-0.071718,0.11168
0.40847,0.37783,0.060792,0.098831,-0.049889,0.22917,0.30041,0.31164,1,0.18692,0.22974,-0.11421,-0.020325,0.012381,0.17088,0.1498,0.080967,0.12867,0.19536,-0.11198,-0.004592,0.048701,0.18222,0.080768,0.010296,0.23651,0.23114,0.23405,0.0093934,0.082855,0.14211,0.020583,-0.15194,0.14025,0.45661,-0.096825,0.078705,-0.015409,-0.037967,-0.01981,0.045988,-0.063777,0.11901,-0.19734,0.078884,0.019163,-0.033172,0.05631,0.11514,0.077757,-0.036779,0.023201
0.27651,0.2602,-0.12241,-0.20708,-0.00074075,0.20132,0.062576,0.060833,0.2145,1,-0.057581,-0.24053,-0.16598,-0.039793,-0.1357,0.21869,0.17213,0.20381,0.092714,-0.02347,0.23831,0.060181,-0.0060955,0.040745,-0.039823,0.059195,0.032795,0.059731,0.32048,-0.032097,0.23457,0.21954,0.076425,-0.007711,0.1211,-0.10141,-0.021681,-0.01852,0.10617,0.2492,0.079396,0.22189,0.14134,0.10026,-0.014829,-0.1206,0.04676,-0.0049056,0.15306,-0.12163,0.045866,0.11646
