1,0.38117,-0.066488,0.16846,0.58429,-0.082409,0.62906,0.23304,0.06349,0.30059,0.58416,0.088777,0.16637,-0.060153,0.28633,0.12479,0.31237,-0.13529,0.087133,0.13271,0.16058,0.17278,-0.045519,0.12732,0.042356,0.16612,-0.032134,0.14935,0.039179,0.016015,0.083998,0.43986,0.33348,0.36592,-0.25541,0.17633,0.25388,0.14463,0.034947,0.05422,-0.040188,-0.10107,0.15764,0.31369,0.2886,0.036307,0.38577,-0.065497,-0.26783,0.049116,0.036872,-0.16858
0.62885,1,0.07617,0.12236,0.45806,-0.026654,0.066467,0.17002,0.1746,0.48706,0.46346,0.18828,-0.13106,-0.069111,0.16938,-0.041087,0.169,0.10186,-0.018303,-0.030009,-0.0216,0.091788,0.22141,-0.031041,-0.11595,0.3895,0.18275,0.152,0.022096,0.14874,-0.15791,0.12749,0.13139,0.15768,-0.099905,0.47724,0.40279,0.17055,-0.14095,0.024786,-0.087353,-0.090805,-0.0034327,0.083007,0.20401,0.23551,0.66446,0.14116,-0.12072,-0.090381,-0.056489,-0.35955
0.26509,0.47795,1,-0.0020121,0.041914,-0.019119,0.078858,-0.13749,0.099074,0.03087,-0.0062191,0.057414,0.04014,0.042171,-0.070715,0.040105,0.066841,0.15536,-0.014109,0.058344,0.082109,-0.098276,0.16278,0.0076046,0.083502,0.018817,0.0046943,0.064511,-0.00067192,-0.039293,0.13113,0.14266,0.14533,0.046358,0.19112,0.0044391,0.035826,-0.033345,0.03578,0.027553,-0.14818,-0.10222,0.099621,0.057554,0.0702,0.040288,0.014669,0.068802,-0.017097,-0.033756,-0.10045,-0.136
0.44294,0.45144,0.43531,1,0.31444,0.3647,0.13308,0.23242,0.069648,-0.051865,0.0049346,-0.061694,0.14233,0.23916,0.19216,0.28783,-0.18559,-0.15168,-0.042033,0.026219,0.068957,0.04015,-0.15475,0.28037,0.19654,-0.037132,-0.11807,-0.10258,-0.1762,0.049727,-0.061757,0.099459,0.01752,0.19089,-0.29832,-0.035033,0.047488,-0.020192,-0.18625,0.12948,-0.017597,-0.17873,0.11094,-0.053473,0.065901,-0.13257,0.05981,0.015853,0.17857,0.26153,-0.065674,0.10215
0.52329,0.4111,0.28907,0.61099,1,0.090138,0.37777,0.38137,0.075816,0.19027,0.61184,0.21699,0.16006,0.15221,0.37047,0.14784,0.2859,-0.055665,0.21198,0.15751,0.060577,0.3254,0.13046,0.099565,0.039162,0.16596,-0.019922,0.22446,0.18227,0.4002,0.032244,0.28246,0.33926,0.1991,-0.34285,0.17255,0.2367,0.24044,-0.074037,0.17381,-0.10815,-0.096372,0.1683,0.31657,0.10919,0.19285,0.39493,-0.018548,-0.24189,-0.060588,0.13143,-0.20762
0.35928,0.092635,-0.021543,0.28844,0.58265,1,-0.13982,0.29757,0.078897,0.12769,-0.030872,-0.16507,-0.11458,0.25941,-0.03683,0.29114,-0.080034,-0.25502,0.045698,-0.05764,0.02289,0.097546,-0.064428,0.082519,-0.10695,-0.20878,-0.18926,-0.077557,-0.082493,0.14219,-0.10272,-0.014067,-0.029566,-0.03805,-0.12909,-0.050436,-0.13823,0.20382,-0.2476,0.15003,-0.16089,-0.21904,0.21635,-0.083763,-0.10947,-0.0060136,0.054996,0.073084,0.10922,-0.12078,-0.16893,-0.17124
0.48463,0.47346,0.45537,0.56666,0.51062,0.098686,1,0.126,0.013421,0.035944,0.32419,0.058038,0.41792,0.13952,0.34621,0.1382,0.19256,-0.20582,0.15492,0.2181,0.27448,0.30939,-0.071326,0.093168,0.065199,0.0060114,-0.021553,0.03804,0.062763,0.025832,0.22803,0.33233,0.40957,0.23243,-0.2176,-0.041232,0.095385,-0.020405,0.08912,0.086073,0.051165,-0.16045,0.44832,0.28956,0.00318,0.081683,0.15882,-0.032145,-0.070895,0.095827,0.11308,-0.17221
0.32663,0.60378,0.44305,0.34414,0.23266,-0.081581,0.50189,1,0.00090878,0.22288,0.35732,-0.031531,-0.10883,0.13749,0.00043738,-0.059489,0.1854,-0.29565,-0.030354,-0.058046,0.095339,0.021895,-0.029413,-0.040195,-0.22986,-0.092391,-0.030976,-0.0030423,-0.0076781,0.145,-0.18934,0.20566,0.16668,0.21976,-0.3343,0.13912,0.046404,0.12888,-0.21722,0.1609,-0.26974,-0.25459,0.1345,0.1642,0.057546,0.16602,0.24541,-0.072641,-0.085773,0.045139,-0.036303,-0.3179
0.47452,0.61238,0.43693,0.32689,0.22566,0.017215,0.54728,0.64693,1,0.22134,0.069168,0.12107,-0.023916,0.13827,0.10194,0.13728,0.011677,0.24265,0.27809,0.27765,-0.029756,0.04867,0.25029,0.089849,0.20934,0.12152,0.24687,0.11246,0.23072,0.15848,0.069691,0.23254,0.10915,-0.018622,0.12791,0.13185,0.28439,0.10385,-0.022158,0.0032918,-0.22164,-0.16489,0.062096,-0.15643,-0.090165,-0.059699,0.12374,0.064539,0.10356,-0.071463,0.033602,-0.12519
0.41006,0.48116,0.43646,0.17263,0.13065,-0.07435,0.40482,0.63674,0.72014,1,0.35127,-0.020718,-0.17202,-0.13672,0.065977,-0.064998,0.1639,-0.091516,0.0042022,-0.088428,-0.10702,-0.073006,0.18642,-0.19735,-0.27872,0.18021,0.0786,0.094956,0.092827,-0.04774,-0.19971,0.063236,0.15228,0.12125,0.01221,0.41597,0.19286,0.32277,-0.31133,-0.015562,0.050165,0.016595,0.011673,0.20318,0.033527,0.25338,0.38411,0.126,-0.095164,-0.096882,-0.13994,-0.36602
0.35946,0.36194,0.25581,0.30642,0.21671,-0.028408,0.18309,0.3694,0.42299,0.4578,1,0.26008,-0.078145,-0.021016,0.23161,-0.10092,0.4439,0.0031198,0.084121,0.028671,0.081223,0.17199,0.16376,-0.16659,-0.22087,0.30158,0.037604,0.29033,0.11486,0.23617,-0.076442,0.20502,0.30503,0.28325,-0.29195,0.42545,0.23115,0.24932,0.074129,0.10458,-0.10273,-0.12332,0.084348,0.26708,0.13731,0.18112,0.51879,0.088456,-0.32631,-0.16842,0.079431,-0.38864
0.3364,0.25326,0.096257,0.11198,0.10607,0.022777,0.12955,0.10147,0.27843,0.12423,0.44858,1,0.14294,-0.1034,0.21562,0.0040919,0.18534,0.244,0.24693,0.031394,-0.011196,0.014433,0.040122,-0.10237,-0.024971,0.033006,0.0082497,0.27586,0.23731,0.31203,-0.1039,-0.10963,-0.14242,0.098072,0.067038,0.30165,-0.105,-0.039074,0.12339,0.12081,-0.079464,0.12409,-0.29485,-0.090741,0.059036,0.040754,0.097272,0.0091201,-0.0014326,0.044401,0.1421,-0.088866
0.68043,0.67972,0.3444,0.53262,0.52639,0.39924,0.53031,0.4282,0.48424,0.34358,0.16194,0.31907,1,0.097077,0.26388,0.23273,0.0060993,0.020483,0.29842,0.15739,-0.032293,0.24701,0.062053,0.34449,0.26912,-0.1088,-0.24027,-0.020731,0.20477,0.071106,0.32735,0.13352,0.22813,0.093196,0.085888,-0.21197,-0.040021,-0.21656,0.099508,0.099481,0.064583,0.045934,0.11918,0.23169,-0.067464,0.068154,-0.1721,-0.030856,0.21535,0.05969,0.028314,0.11858
0.35644,0.48052,0.40205,0.67005,0.51456,0.27058,0.56955,0.4005,0.39756,0.17963,0.11957,0.090929,0.50974,1,0.051336,0.17043,0.04739,0.14247,0.32634,0.27994,-0.029573,0.25938,0.14188,0.2045,0.14858,0.070363,0.10317,0.096762,0.12534,0.43025,0.18684,0.21748,0.11291,-0.12391,-0.06986,-0.12874,0.21777,0.060491,-0.070656,0.016876,-0.089901,-0.31345,0.43168,0.02006,-0.38714,0.11731,0.087939,0.12013,0.019518,-0.11837,0.1407,-0.034584
0.71417,0.6385,0.29712,0.53538,0.61908,0.31927,0.57206,0.42511,0.56183,0.4022,0.42264,0.37217,0.67355,0.46648,1,0.15913,0.11125,0.0021675,0.20976,0.1697,0.10384,0.28223,-0.085879,0.061575,0.12555,0.046463,-0.078472,-0.017185,0.14015,0.24593,-0.05726,0.039245,0.13021,0.16751,-0.30194,0.095099,0.079444,0.097848,-0.013164,0.10438,0.077694,-0.0019766,0.096871,0.10016,0.0074221,-0.058801,0.23479,-0.021314,0.04951,0.013371,0.20938,0.028249
