1,0.15809,-0.12908,0.013598,0.017072,-0.02754,-0.002216,0.21962,-0.090852,0.17161,0.10326,-0.017239,0.094359,-0.0021011,0.016172,0.18698,0.13154,0.068785,0.14678,0.13695,-0.002313,0.078113,-0.067322,0.0041915,-0.045363,0.0013681,0.1919,0.019254,-0.20128,0.13138,0.042862,-0.01378,0.084922,0.050682,-0.064969,0.013362,-0.15948,0.24361,-0.23872,0.13662,-0.01327,-0.0032891,-0.19618,-0.13077,0.0083314,0.0039541,0.10108,0.04284,-0.050798,-0.12064,0.18531,0.019219
0.37815,1,-0.0091907,0.038655,-0.13963,-0.041483,0.1443,0.32384,-0.047077,0.2616,-0.19909,0.1422,0.11732,0.010698,0.13484,-0.016523,0.17004,-0.11433,0.32669,0.16314,-0.043237,-0.099133,0.11028,0.083093,-0.080008,0.13153,0.18601,0.039105,-0.019671,0.13727,0.021801,0.06337,-0.08103,-0.20019,-0.1897,-0.051497,-0.011127,-0.018146,-0.13055,0.076821,0.12375,-0.058054,-0.12507,-0.12878,0.0014641,0.036131,0.083235,0.17502,-0.051391,-0.2729,0.035658,-0.043358
0.1475,0.50915,1,0.10184,-0.058976,-0.059012,0.15153,0.13993,0.030796,0.1202,0.094937,0.062342,-0.038015,-0.1596,0.10438,-0.126,-0.16212,-0.29068,0.030946,0.11977,0.076936,-0.057662,0.095741,-0.13431,0.20313,0.092207,-0.027542,0.19402,0.08339,0.043136,-0.02252,0.084434,-0.14755,0.057503,-0.058852,0.13177,0.096602,0.013402,0.17302,0.12048,0.056219,0.060752,0.14688,0.18737,-0.036298,0.0060231,0.054487,-0.035649,0.099057,0.25056,-0.10893,0.031891
-0.061472,0.26327,0.40133,1,0.10937,-0.011114,-0.064512,0.14688,-0.033297,-0.052121,-0.055139,-0.073136,0.06643,0.028853,-0.078505,-0.19787,-0.033497,0.15318,-0.041784,0.092968,0.019785,0.09711,0.023601,0.13695,0.015157,-0.15839,0.10693,0.057946,0.27904,-0.00379,0.027605,0.11567,0.097991,0.011065,0.063419,0.027158,0.086167,0.13318,0.061894,-0.067631,-0.030928,-0.11196,0.017867,0.010038,-0.01576,-0.027214,0.084236,0.11987,0.038718,0.10748,-0.023334,-0.036184
0.10093,0.49468,0.55157,0.47533,1,0.032903,0.02513,0.018156,0.039879,-0.099364,0.01827,0.012463,0.11917,-0.0098023,0.020779,-0.076983,-0.062149,0.13488,-0.1455,0.022422,0.033136,-0.052976,0.12538,-0.025904,-0.021218,-0.053885,0.026496,-0.10859,0.10038,0.083523,0.012189,0.045431,0.075907,0.013396,0.036617,-0.052788,-0.0045944,0.080461,0.022421,0.031024,0.018377,0.13255,-0.020788,-0.027155,0.10755,-0.10114,-0.022388,0.088071,-0.16388,0.04711,0.0018477,-0.058844
0.057142,0.20745,0.40184,0.31633,0.38409,1,0.036958,-0.14187,0.23775,-0.068736,0.24721,0.084674,0.029453,0.041222,0.08265,0.011747,0.0082761,-0.13029,0.014214,-0.040088,-0.073207,-0.065209,-0.081268,0.0019137,0.0097611,-0.0099515,-0.15709,0.12511,-0.02267,0.025193,-0.032922,-0.11087,-0.041181,-0.028909,0.063337,0.012218,-0.077572,0.034923,0.1065,0.1518,-0.057609,-0.058473,0.098363,-0.051731,0.025762,-0.076193,0.00068762,-0.11641,0.042228,0.074024,0.085903,0.034602
0.3768,0.50176,0.52996,0.28712,0.43142,0.33116,1,0.26123,-0.027455,0.22645,-0.066547,0.088587,0.061334,-0.11695,0.15471,0.065833,0.039709,0.02561,-0.039587,0.12849,0.030383,-0.0028803,0.070318,-0.026734,0.19317,0.18358,0.19034,-0.00058358,0.069437,0.15388,0.06552,-0.027856,-0.072641,-0.046263,-0.0098517,0.12668,0.13249,-0.0027381,0.12488,0.079225,0.0025599,-0.043855,0.04225,0.17651,-0.048849,0.064536,0.16898,0.041064,0.073091,0.046729,-0.11044,-0.060969
0.41354,0.44284,0.19418,0.30112,0.33373,0.019843,0.48532,1,-0.24643,0.14262,0.021072,0.08034,0.10013,-0.062444,0.10973,0.13441,0.090746,0.035714,0.16659,0.076331,-0.0051258,0.11819,0.008747,-0.0062596,-0.047485,0.016982,0.26269,0.10502,-0.046363,0.18957,0.050512,0.14672,-0.094143,-0.017559,0.10967,-0.10355,0.0037754,-0.001052,-0.034676,0.11305,0.069749,0.029928,0.12297,-0.116,-0.014417,0.11924,0.00050257,0.07018,-0.13238,-0.092533,0.021797,0.0078753
0.28782,0.24651,0.18961,0.16165,0.11993,0.12686,0.16782,0.20537,1,-0.2013,0.05964,-0.12721,0.11672,-0.1445,0.1715,0.044246,0.077867,0.11304,-0.031273,0.11637,0.08964,-0.099511,0.26096,0.13108,-0.027387,0.041707,-0.11687,-0.10371,0.28828,-0.13723,0.022463,0.055171,-0.045463,-0.075649,0.042985,-0.12958,0.10205,-0.065164,-0.045281,0.053594,-0.022761,-0.0095762,-0.11537,-0.12049,0.089196,-0.13095,0.0017659,0.013973,-0.088336,0.030104,0.18677,0.023008
0.18582,0.30524,0.39167,0.38987,0.29156,0.20599,0.1751,0.072225,0.44376,1,0.0035852,-0.084821,0.13677,-0.0074822,0.17605,-0.0047302,0.12472,-0.037198,0.06176,0.16343,7.458e-05,0.091294,0.024596,0.023518,0.083886,0.24381,0.047883,0.16102,-0.1172,0.048338,0.056109,-0.013165,0.020264,-0.13821,-0.073836,0.059948,-0.02775,0.2042,0.10811,0.030526,0.087657,0.0087681,-0.18988,0.076467,-0.032497,0.24331,0.16798,0.051685,0.18367,-0.074981,0.0090935,-0.11829
0.22947,-0.084172,0.075613,0.021687,-0.015621,0.00097048,0.1578,0.24051,0.16012,0.068309,1,0.062657,0.11463,-0.028191,0.046401,0.14101,-0.0053614,-0.085635,0.030368,-0.11635,0.0056768,-0.093634,0.020967,-0.011478,0.013343,-0.052569,-0.19357,0.24999,-0.2735,0.057938,-0.098896,-0.052635,0.0042673,0.094306,0.080736,0.080824,-0.062119,0.022496,-0.10165,0.10662,-0.10435,0.09699,-0.04886,0.060854,-0.025069,-0.11247,-0.064784,-0.12697,-0.069539,0.071464,-0.0074474,0.042225
